SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschriften;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
10157;Clinical and Experimental Nephrology;Springer;Medicine & Public Health;https://springer.com/10157;1342-1751;1437-7799;Open Choice;January 2020;;;;CC BY;standard;;;;;
10158;Invertebrate Neuroscience;Springer;Biomedicine;https://springer.com/10158;;1439-1104;Open Choice;January 2020;;;;CC BY;standard;;;;;
10162;Journal of the Association for Research in Otolaryngology;Springer;Medicine & Public Health;https://springer.com/10162;1525-3961;1438-7573;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10163;Journal of Material Cycles and Waste Management;Springer;Engineering;https://springer.com/10163;;1611-8227;Open Choice;January 2020;;;;CC BY;standard;;;;;
10164;Journal of Ethology;Springer;Life Sciences;https://springer.com/10164;0289-0771;1439-5444;Open Choice;January 2020;;;;CC BY;standard;;;;;
10182;AStA Advances in Statistical Analysis;Springer;Statistics;https://springer.com/10182;1863-8171;1863-818X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10189;The European Physical Journal E;Springer;Physics;https://springer.com/10189;1292-8941;1292-895X;Open Choice;January 2020;;;;CC BY;non-standard;;;Journal Title updated;;2020-03-31
10194;The Journal of Headache and Pain;Springer;Medicine & Public Health;https://springer.com/10194;;1129-2377;Fully Open Access;August 2020;;2290,00;20;CC BY + CC0;;;;;;
10195;Journal of Orthopaedics and Traumatology;Springer;Medicine & Public Health;https://springer.com/10195;;1590-9999;Fully Open Access;August 2020;;2040,00;20;CC BY;;;;;;
10198;The European Journal of Health Economics;Springer;Medicine & Public Health;https://springer.com/10198;1618-7598;1618-7601;Open Choice;January 2020;;;;CC BY;standard;;;;;
10201;Limnology;Springer;Life Sciences;https://springer.com/10201;1439-8621;1439-863X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10203;Decisions in Economics and Finance;Springer;Economics;https://springer.com/10203;1593-8883;1129-6569;Open Choice;January 2020;;;;CC BY;standard;;;;;
10207;International Journal of Information Security;Springer;Computer Science;https://springer.com/10207;1615-5262;1615-5270;Open Choice;January 2020;;;;CC BY;standard;;;;;
10208;Foundations of Computational Mathematics;Springer;Mathematics;https://springer.com/10208;1615-3375;1615-3383;Open Choice;January 2020;;;;CC BY;standard;;;;;
10209;Universal Access in the Information Society;Springer;Computer Science;https://springer.com/10209;1615-5289;1615-5297;Open Choice;January 2020;;;;CC BY;standard;;;;;
10211;Acta Ethologica;Springer;Life Sciences;https://springer.com/10211;0873-9749;1437-9546;Open Choice;January 2020;;;;CC BY;standard;;;;;
10212;European Journal of Psychology of Education;Springer;Education;https://springer.com/10212;0256-2928;1878-5174;Open Choice;January 2020;;;;CC BY;standard;;;;;
10228;Ichthyological Research;Springer;Life Sciences;https://springer.com/10228;1341-8998;1616-3915;Open Choice;January 2020;;;;CC BY;standard;;;;;
10230;Mine Water and the Environment;Springer;Earth Sciences;https://springer.com/10230;1025-9112;1616-1068;Open Choice;January 2020;;;;CC BY;standard;;;;;
10231;Annali di Matematica Pura ed Applicata (1923 -);Springer;Mathematics;https://springer.com/10231;0373-3114;1618-1891;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10236;Ocean Dynamics;Springer;Earth Sciences;https://springer.com/10236;1616-7341;1616-7228;Open Choice;January 2020;;;;CC BY;standard;;;;;
10237;Biomechanics and Modeling in Mechanobiology;Springer;Engineering;https://springer.com/10237;1617-7959;1617-7940;Open Choice;January 2020;;;;CC BY;standard;;;;;
10238;Clinical and Experimental Medicine;Springer;Medicine & Public Health;https://springer.com/10238;;1591-9528;Open Choice;January 2020;;;;CC BY;standard;;;;;
10240;Publications math�matiques de l'IH�S;Springer;Mathematics;https://springer.com/10240;0073-8301;1618-1913;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
10255;Acta Mathematicae Applicatae Sinica, English Series;Institute of Applied Mathematics, Chinese Academy of Sciences and Chinese Mathematical Society, co-publsihed with Springer;Mathematics;https://springer.com/10255;0168-9673;1618-3932;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
10257;Information Systems and e-Business Management;Springer;Business and Management;https://springer.com/10257;1617-9846;1617-9854;Open Choice;January 2020;;;;CC BY;standard;;;;;
10258;Portuguese Economic Journal;Springer;Economics;https://springer.com/10258;1617-982X;1617-9838;Open Choice;January 2020;;;;CC BY;standard;;;;;
10260;Statistical Methods & Applications;Springer;Statistics;https://springer.com/10260;1618-2510;1613-981X;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10265;Journal of Plant Research;Springer;Life Sciences;https://springer.com/10265;0918-9440;1618-0860;Open Choice;January 2020;;;;CC BY;standard;;;;;
10266;Odontology;Springer;Dentistry;https://springer.com/10266;1618-1247;1618-1255;Open Choice;January 2020;;;;CC BY;standard;;;;;
10270;Software and Systems Modeling;Springer;Computer Science;https://springer.com/10270;1619-1366;1619-1374;Open Choice;January 2020;;;;CC BY;standard;;;;;
10278;Journal of Digital Imaging;Springer;Medicine & Public Health;https://springer.com/10278;0897-1889;1618-727X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10286;Clinical Autonomic Research;Springer;Medicine & Public Health;https://springer.com/10286;0959-9851;1619-1560;Open Choice;January 2020;;;;CC BY;standard;;;APC added;;2019-11-14
10287;Computational Management Science;Springer;Business and Management;https://springer.com/10287;1619-697X;1619-6988;Open Choice;January 2020;;;;CC BY;standard;;;;;
10288;4OR;Springer;Business and Management;https://springer.com/10288;1619-4500;1614-2411;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10290;Review of World Economics;Springer;Economics;https://springer.com/10290;1610-2878;1610-2886;Open Choice;January 2020;;;;CC BY;standard;;;;;
10291;GPS Solutions;Springer;Earth Sciences;https://springer.com/10291;1080-5370;1521-1886;Open Choice;January 2020;;;;CC BY;standard;;;;;
10295;Journal of Industrial Microbiology & Biotechnology;Springer;Life Sciences;https://springer.com/10295;1367-5435;1476-5535;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10304;Gyn�kologische Endokrinologie;SpringerMedizin;Medicine & Public Health;https://springer.com/10304;1610-2894;1610-2908;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
10308;Asia Europe Journal;Springer;Social Sciences;https://springer.com/10308;1610-2932;1612-1031;Open Choice;January 2020;;;;CC BY;standard;;;;;
10309;Zeitschrift f�r Epileptologie;SpringerMedizin;Medicine & Public Health;https://springer.com/10309;1617-6782;1610-0646;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
10311;Environmental Chemistry Letters;Springer;Environment;https://springer.com/10311;1610-3653;1610-3661;Open Choice;January 2020;;;;CC BY;standard;;;;;
10327;Journal of General Plant Pathology;Springer;Life Sciences;https://springer.com/10327;1345-2630;1610-739X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10329;Primates;Springer;Life Sciences;https://springer.com/10329;0032-8332;1610-7365;Open Choice;January 2020;;;;CC BY;standard;;;;;
10333;Paddy and Water Environment;Springer;Life Sciences;https://springer.com/10333;1611-2490;1611-2504;Open Choice;January 2020;;;;CC BY;standard;;;;;
10334;Magnetic Resonance Materials in Physics, Biology and Medicine;Springer;Medicine & Public Health;https://springer.com/10334;;1352-8661;Open Choice;January 2020;;;;CC BY;standard;;;;;
10336;Journal of Ornithology;Springer;Life Sciences;https://springer.com/10336;2193-7192;2193-7206;Open Choice;January 2020;;;;CC BY;standard;;;;;
10337;Chromatographia;Springer;Chemistry;https://springer.com/10337;0009-5893;1612-1112;Open Choice;January 2020;;;;CC BY;standard;;;;;
10338;Acta Mechanica Solida Sinica;Springer;Engineering;https://springer.com/10338;0894-9166;1860-2134;Open Choice;January 2020;;;;CC BY;standard;;;;;
10339;Cognitive Processing;Springer;Biomedicine;https://springer.com/10339;1612-4782;1612-4790;Open Choice;January 2020;;;;CC BY;standard;;;;;
10340;Journal of Pest Science;Springer;Life Sciences;https://springer.com/10340;1612-4758;1612-4766;Open Choice;January 2020;;;;CC BY;standard;;;;;
10341;Erwerbs-Obstbau;Springer;Life Sciences;https://springer.com/10341;0014-0309;1439-0302;Open Choice;January 2020;;;;CC BY;standard;;;;;
10342;European Journal of Forest Research;Springer;Life Sciences;https://springer.com/10342;1612-4669;1612-4677;Open Choice;January 2020;;;;CC BY;standard;;;;;
10343;Gesunde Pflanzen;Springer;Life Sciences;https://springer.com/10343;0367-4223;1439-0345;Open Choice;January 2020;;;;CC BY;standard;;;;;
10344;European Journal of Wildlife Research;Springer;Life Sciences;https://springer.com/10344;1612-4642;1439-0574;Open Choice;January 2020;;;;CC BY;standard;;;;;
10346;Landslides;Springer;Earth Sciences;https://springer.com/10346;1612-510X;1612-5118;Open Choice;January 2020;;;;CC BY;standard;;;;;
10347;Facies;Springer;Earth Sciences;https://springer.com/10347;0172-9179;1612-4820;Open Choice;January 2020;;;;CC BY;standard;;;;;
10353;European Surgery;SpringerMedizin;Medicine & Public Health;https://springer.com/10353;1682-8631;1682-4016;Open Choice;January 2020;yes;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10354;Wiener Medizinische Wochenschrift;SpringerMedizin;Medicine & Public Health;https://springer.com/10354;0043-5341;1563-258X;Open Choice;January 2020;yes;;;CC BY;standard;;;Subscription to Wiener Medizinische Wochenschrift includes subscription to WMW-Skriptum.;;
10357;Natur und Recht;Springer;Law;https://springer.com/10357;0172-1631;1439-0515;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
10368;International Economics and Economic Policy;Springer;Economics;https://springer.com/10368;1612-4804;1612-4812;Open Choice;January 2020;;;;CC BY;standard;;;;;
10384;Japanese Journal of Ophthalmology;Springer;Medicine & Public Health;https://springer.com/10384;0021-5155;1613-2246;Subscription-only;January 2020;;;;;;;;;;
10388;Esophagus;Springer;Medicine & Public Health;https://springer.com/10388;1612-9059;1612-9067;Open Choice;January 2020;;;;CC BY;standard;;;;;
10389;Journal of Public Health;Springer;Medicine & Public Health;https://springer.com/10389;2198-1833;1613-2238;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10393;EcoHealth;Springer;Medicine & Public Health;https://springer.com/10393;1612-9202;1612-9210;Open Choice;January 2020;;;;CC BY;standard;;;;;
10396;Journal of Medical Ultrasonics;Springer;Medicine & Public Health;https://springer.com/10396;1346-4523;1613-2254;Open Choice;January 2020;;;;CC BY;standard;;;;;
10397;Gynecological Surgery;Springer;Medicine & Public Health;https://springer.com/10397;;1613-2084;Fully Open Access;August 2020;;1290,00;20;CC BY;;;;;;
10404;Microfluidics and Nanofluidics;Springer;Engineering;https://springer.com/10404;1613-4982;1613-4990;Open Choice;January 2020;;;;CC BY;standard;;;;;
10405;Der Pneumologe;SpringerMedizin;Medicine & Public Health;https://springer.com/10405;1613-5636;1613-6055;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
10409;Acta Mechanica Sinica;"The Chinese Society of Theoretical and Applied Mechanics; Institute of Mechanics, Chinese Academy of Sciences, co-published with Springer";Engineering;https://springer.com/10409;0567-7718;1614-3116;Open Choice;January 2020;;;;CC BY;standard;;;;;
10433;European Journal of Ageing;Springer;Social Sciences;https://springer.com/10433;1613-9372;1613-9380;Open Choice;January 2020;;;;CC BY;standard;;;;;
10434;Annals of Surgical Oncology;Springer;Medicine & Public Health;https://springer.com/10434;1068-9265;1534-4681;Open Choice;January 2020;;;;CC BY;standard;;;;;
10436;Annals of Finance;Springer;Finance;https://springer.com/10436;1614-2446;1614-2454;Open Choice;January 2020;;;;CC BY;standard;;;;;
10437;African Archaeological Review;Springer;Social Sciences;https://springer.com/10437;0263-0338;1572-9842;Open Choice;January 2020;;;;CC BY;standard;;;;;
10438;Applied Biochemistry and Microbiology;Pleiades Publishing;Life Sciences;https://springer.com/10438;0003-6838;1608-3024;Subscription-only;January 2020;;;;;;;;;;
10439;Annals of Biomedical Engineering;Springer;Biomedicine;https://springer.com/10439;;1573-9686;Open Choice;January 2020;;;;CC BY;standard;;;;;
10440;Acta Applicandae Mathematicae;Springer;Mathematics;https://springer.com/10440;0167-8019;1572-9036;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10441;Acta Biotheoretica;Springer;Philosophy;https://springer.com/10441;0001-5342;1572-8358;Open Choice;January 2020;;;;CC BY;standard;;;;;
10443;Applied Composite Materials;Springer;Materials Science;https://springer.com/10443;0929-189X;1573-4897;Open Choice;January 2020;;;;CC BY;standard;;;;;
10444;Advances in Computational Mathematics;Springer;Mathematics;https://springer.com/10444;1019-7168;1572-9044;Open Choice;January 2020;;;;CC BY;standard;;;;;
10447;International Journal for the Advancement of Counselling;Springer;Psychology;https://springer.com/10447;0165-0653;1573-3246;Open Choice;January 2020;;;;CC BY;standard;;;;;
10450;Adsorption;Springer;Chemistry;https://springer.com/10450;0929-5607;1572-8757;Open Choice;January 2020;;;;CC BY;standard;;;;;
10452;Aquatic Ecology;Springer;Life Sciences;https://springer.com/10452;1386-2588;1573-5125;Open Choice;January 2020;;;;CC BY;standard;;;;;
10453;Aerobiologia;Springer;Environment;https://springer.com/10453;0393-5965;1573-3025;Open Choice;January 2020;;;;CC BY;standard;;;;;
10455;Annals of Global Analysis and Geometry;Springer;Mathematics;https://springer.com/10455;0232-704X;1572-9060;Open Choice;January 2020;;;;CC BY;standard;;;;;
10456;Angiogenesis;Springer;Biomedicine;https://springer.com/10456;0969-6970;1573-7209;Open Choice;January 2020;;;;CC BY;standard;;;;;
10457;Agroforestry Systems;Springer;Life Sciences;https://springer.com/10457;0167-4366;1572-9680;Open Choice;January 2020;;;;CC BY;standard;;;;;
10458;Autonomous Agents and Multi-Agent Systems;Springer;Computer Science;https://springer.com/10458;1387-2532;1573-7454;Open Choice;January 2020;;;;CC BY;standard;;;;;
10459;Advances in Health Sciences Education;Springer;Education;https://springer.com/10459;1382-4996;1573-1677;Open Choice;January 2020;;;;CC BY;standard;;;;;
10460;Agriculture and Human Values;Springer;Philosophy;https://springer.com/10460;0889-048X;1572-8366;Open Choice;January 2020;;;;CC BY;standard;;;;;
10461;AIDS and Behavior;Springer;Medicine & Public Health;https://springer.com/10461;1090-7165;1573-3254;Open Choice;January 2020;;;;CC BY;standard;;;;;
10462;Artificial Intelligence Review;Springer;Computer Science;https://springer.com/10462;0269-2821;1573-7462;Open Choice;January 2020;;;;CC BY;standard;;;;;
10463;Annals of the Institute of Statistical Mathematics;Springer;Statistics;https://springer.com/10463;0020-3157;1572-9052;Subscription-only;January 2020;;;;;;;;;;
10465;American Journal of Dance Therapy;Springer;Psychology;https://springer.com/10465;0146-3721;1573-3262;Open Choice;January 2020;;;;CC BY;standard;;;;;
10468;Algebras and Representation Theory;Springer;Mathematics;https://springer.com/10468;1386-923X;1572-9079;Open Choice;January 2020;;;;CC BY;standard;;;;;
10469;Algebra and Logic;Springer;Mathematics;https://springer.com/10469;0002-5232;1573-8302;Subscription-only;January 2020;;;;;;;;;;
10470;Analog Integrated Circuits and Signal Processing;Springer;Engineering;https://springer.com/10470;0925-1030;1573-1979;Open Choice;January 2020;;;;CC BY;standard;;;;;
10472;Annals of Mathematics and Artificial Intelligence;Springer;Computer Science;https://springer.com/10472;1012-2443;1573-7470;Open Choice;January 2020;;;;CC BY;standard;;;;;
10473;Acta Mathematica Scientia;Springer;Mathematics;https://springer.com/10473;0252-9602;1572-9087;Open Choice;January 2020;;;;CC BY;non-standard;Take-over;2019;;;
10474;Acta Mathematica Hungarica;Akad�miai Kiad�, co-published with Springer;Mathematics;https://springer.com/10474;0236-5294;1588-2632;Subscription-only;January 2020;;;;;;;;;;
10476;Analysis Mathematica;Akad�miai Kiad�, co-published with Springer;Mathematics;https://springer.com/10476;0133-3852;1588-273X;Subscription-only;January 2020;;;;;;;;;;
10479;Annals of Operations Research;Springer;Business and Management;https://springer.com/10479;0254-5330;1572-9338;Open Choice;January 2020;;;;CC BY;standard;;;;;
10482;Antonie van Leeuwenhoek;Springer;Life Sciences;https://springer.com/10482;0003-6072;1572-9699;Open Choice;January 2020;;;;CC BY;standard;;;;;
10483;Applied Mathematics and Mechanics;Shanghai University, co-published with Springer;Mathematics;https://springer.com/10483;0253-4827;1573-2754;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
10484;Applied Psychophysiology and Biofeedback;Springer;Psychology;https://springer.com/10484;1090-0586;1573-3270;Open Choice;January 2020;;;;CC BY;standard;;;;;
10485;Applied Categorical Structures;Springer;Mathematics;https://springer.com/10485;0927-2852;1572-9095;Open Choice;January 2020;;;;CC BY;standard;;;;;
10488;Administration and Policy in Mental Health and Mental Health Services Research;Springer;Medicine & Public Health;https://springer.com/10488;0894-587X;1573-3289;Open Choice;January 2020;;;;CC BY;standard;;;;;
10489;Applied Intelligence;Springer;Computer Science;https://springer.com/10489;0924-669X;1573-7497;Open Choice;January 2020;;;;CC BY;standard;;;;;
10490;Asia Pacific Journal of Management;Springer;Business and Management;https://springer.com/10490;0217-4561;1572-9958;Open Choice;January 2020;;;;CC BY;standard;;;;;
10492;Applications of Mathematics;Springer;Mathematics;https://springer.com/10492;0862-7940;1572-9109;Subscription-only;January 2020;;;;;;;;;;
10493;Experimental and Applied Acarology;Springer;Life Sciences;https://springer.com/10493;0168-8162;1572-9702;Open Choice;January 2020;;;;CC BY;standard;;;;;
10494;Flow, Turbulence and Combustion;Springer;Engineering;https://springer.com/10494;1386-6184;1573-1987;Open Choice;January 2020;;;;CC BY;standard;;;;;
10495;Apoptosis;Springer;Biomedicine;https://springer.com/10495;1360-8185;1573-675X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10498;Aquatic Geochemistry;Springer;Earth Sciences;https://springer.com/10498;1380-6165;1573-1421;Open Choice;January 2020;;;;CC BY;standard;;;;;
10499;Aquaculture International;Springer;Life Sciences;https://springer.com/10499;0967-6120;1573-143X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10502;Archival Science;Springer;Cultural and Media Studies;https://springer.com/10502;1389-0166;1573-7519;Open Choice;January 2020;;;;CC BY;standard;;;;;
10503;Argumentation;Springer;Philosophy;https://springer.com/10503;0920-427X;1572-8374;Open Choice;January 2020;;;;CC BY;standard;;;;;
10506;Artificial Intelligence and Law;Springer;Computer Science;https://springer.com/10506;0924-8463;1572-8382;Open Choice;January 2020;;;;CC BY;standard;;;;;
10508;Archives of Sexual Behavior;Springer;Psychology;https://springer.com/10508;0004-0002;1573-2800;Open Choice;January 2020;;;;CC BY;standard;;;;;
10509;Astrophysics and Space Science;Springer;Physics;https://springer.com/10509;;1572-946X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10511;Astrophysics;Springer;Physics;https://springer.com/10511;0571-7256;1573-8191;Subscription-only;January 2020;;;;;;;;;;
10512;Atomic Energy;Springer;Physics;https://springer.com/10512;1063-4258;1573-8205;Subscription-only;January 2020;;;;;;;;;;
10513;Automation and Remote Control;Pleiades Publishing;Mathematics;https://springer.com/10513;0005-1179;1608-3032;Subscription-only;January 2020;;;;;;;;;;
10514;Autonomous Robots;Springer;Engineering;https://springer.com/10514;0929-5593;1573-7527;Open Choice;January 2020;;;;CC BY;standard;;;;;
10515;Automated Software Engineering;Springer;Computer Science;https://springer.com/10515;0928-8910;1573-7535;Open Choice;January 2020;;;;CC BY;standard;;;;;
10516;Axiomathes;Springer;Philosophy;https://springer.com/10516;1122-1151;1572-8390;Open Choice;January 2020;;;;CC BY;standard;;;;;
10517;Bulletin of Experimental Biology and Medicine;Springer;Biomedicine;https://springer.com/10517;0007-4888;1573-8221;Subscription-only;January 2020;;;;;;;;;;
10518;Bulletin of Earthquake Engineering;Springer;Earth Sciences;https://springer.com/10518;1570-761X;1573-1456;Open Choice;January 2020;;;;CC BY;standard;;;;;
10519;Behavior Genetics;Springer;Psychology;https://springer.com/10519;0001-8244;1573-3297;Open Choice;January 2020;;;;CC BY;standard;;;;;
10522;Biogerontology;Springer;Life Sciences;https://springer.com/10522;1389-5729;1573-6768;Open Choice;January 2020;;;;CC BY;standard;;;;;
10525;Biology Bulletin;Pleiades Publishing;Life Sciences;https://springer.com/10525;1062-3590;1608-3059;Subscription-only;January 2020;;;;;;;;;;
10526;BioControl;Springer;Life Sciences;https://springer.com/10526;1386-6141;1573-8248;Open Choice;January 2020;;;;CC BY;standard;;;;;
10527;Biomedical Engineering;Springer;Engineering;https://springer.com/10527;0006-3398;1573-8256;Subscription-only;January 2020;;;;;;;;;;
10528;Biochemical Genetics;Springer;Biomedicine;https://springer.com/10528;0006-2928;1573-4927;Open Choice;January 2020;;;;CC BY;standard;;;;;
10529;Biotechnology Letters;Springer;Life Sciences;https://springer.com/10529;0141-5492;1573-6776;Open Choice;January 2020;;;;CC BY;standard;;;;;
10530;Biological Invasions;Springer;Life Sciences;https://springer.com/10530;1387-3547;1573-1464;Open Choice;January 2020;;;;CC BY;standard;;;;;
10531;Biodiversity and Conservation;Springer;Life Sciences;https://springer.com/10531;0960-3115;1572-9710;Open Choice;January 2020;;;;CC BY;standard;;;;;
10532;Biodegradation;Springer;Life Sciences;https://springer.com/10532;0923-9820;1572-9729;Open Choice;January 2020;;;;CC BY;standard;;;;;
10533;Biogeochemistry;Springer;Earth Sciences;https://springer.com/10533;0168-2563;1573-515X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10534;BioMetals;Springer;Life Sciences;https://springer.com/10534;0966-0844;1572-8773;Open Choice;January 2020;;;;CC BY;standard;;;;;
10539;Biology & Philosophy;Springer;Philosophy;https://springer.com/10539;0169-3867;1572-8404;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10541;Biochemistry (Moscow);Pleiades Publishing;Life Sciences;https://springer.com/10541;0006-2979;1608-3040;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
10543;BIT Numerical Mathematics;Springer;Mathematics;https://springer.com/10543;0006-3835;1572-9125;Open Choice;January 2020;;;;CC BY;standard;;;;;
10544;Biomedical Microdevices;Springer;Engineering;https://springer.com/10544;1387-2176;1572-8781;Open Choice;January 2020;;;;CC BY;standard;;;;;
10546;Boundary-Layer Meteorology;Springer;Earth Sciences;https://springer.com/10546;0006-8314;1573-1472;Open Choice;January 2020;;;;CC BY;standard;;;;;
10548;Brain Topography;Springer;Biomedicine;https://springer.com/10548;0896-0267;1573-6792;Open Choice;January 2020;;;;CC BY;standard;;;;;
10549;Breast Cancer Research and Treatment;Springer;Medicine & Public Health;https://springer.com/10549;;1573-7217;Open Choice;January 2020;;;;CC BY;standard;;;;;
10551;Journal of Business Ethics;Springer;Philosophy;https://springer.com/10551;0167-4544;1573-0697;Open Choice;January 2020;;;;CC BY;standard;;;;;
10552;Cancer Causes & Control;Springer;Biomedicine;https://springer.com/10552;0957-5243;1573-7225;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10553;Chemistry and Technology of Fuels and Oils;Springer;Chemistry;https://springer.com/10553;0009-3092;1573-8310;Subscription-only;January 2020;;;;;;;;;;
10554;The International Journal of Cardiovascular Imaging;Springer;Medicine & Public Health;https://springer.com/10554;;1573-0743;Open Choice;January 2020;;;;CC BY;standard;;;;;
10555;Cancer and Metastasis Reviews;Springer;Biomedicine;https://springer.com/10555;0167-7659;1573-7233;Open Choice;January 2020;;;;CC BY;standard;;;;;
10556;Chemical and Petroleum Engineering;Springer;Chemistry;https://springer.com/10556;0009-2355;1573-8329;Subscription-only;January 2020;;;;;;;;;;
10557;Cardiovascular Drugs and Therapy;Springer;Medicine & Public Health;https://springer.com/10557;0920-3206;1573-7241;Open Choice;January 2020;;;;CC BY;standard;;;;;
10559;Cybernetics and Systems Analysis;Springer;Mathematics;https://springer.com/10559;1060-0396;1573-8337;Subscription-only;January 2020;;;;;;;;;;
10560;Child and Adolescent Social Work Journal;Springer;Psychology;https://springer.com/10560;0738-0151;1573-2797;Open Choice;January 2020;;;;CC BY;standard;;;;;
10561;Cell and Tissue Banking;Springer;Life Sciences;https://springer.com/10561;1389-9333;1573-6814;Open Choice;January 2020;;;;CC BY;standard;;;;;
10562;Catalysis Letters;Springer;Chemistry;https://springer.com/10562;1011-372X;1572-879X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10563;Catalysis Surveys from Asia;Springer;Chemistry;https://springer.com/10563;1571-1013;1574-9266;Open Choice;January 2020;;;;CC BY;standard;;;;;
10565;Cell Biology and Toxicology;Springer;Life Sciences;https://springer.com/10565;0742-2091;1573-6822;Open Choice;January 2020;;;;CC BY;standard;;;;;
10566;Child & Youth Care Forum;Springer;Psychology;https://springer.com/10566;1053-1890;1573-3319;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10567;Clinical Child and Family Psychology Review;Springer;Psychology;https://springer.com/10567;1096-4037;1573-2827;Open Choice;January 2020;;;;CC BY;standard;;;;;
10569;Celestial Mechanics and Dynamical Astronomy;Springer;Physics;https://springer.com/10569;;1572-9478;Open Choice;January 2020;;;;CC BY;standard;;;;;
10570;Cellulose;Springer;Chemistry;https://springer.com/10570;0969-0239;1572-882X;Open Choice;January 2020;;;;CC BY;standard;;;;;
10571;Cellular and Molecular Neurobiology;Springer;Biomedicine;https://springer.com/10571;0272-4340;1573-6830;Open Choice;January 2020;;;;CC BY;standard;;;;;
10573;Combustion, Explosion, and Shock Waves;Pleiades Publishing;Physics;https://springer.com/10573;0010-5082;1573-8345;Subscription-only;January 2020;;;;;;;;;;
10577;Chromosome Research;Springer;Life Sciences;https://springer.com/10577;0967-3849;1573-6849;Open Choice;January 2020;;;;CC BY;standard;;;;;
10578;Child Psychiatry & Human Development;Springer;Psychology;https://springer.com/10578;0009-398X;1573-3327;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10579;Language Resources and Evaluation;Springer;Linguistics;https://springer.com/10579;1574-020X;1574-0218;Open Choice;January 2020;;;;CC BY;standard;;;;;
10583;Children's Literature in Education;Springer;Linguistics;https://springer.com/10583;0045-6713;1573-1693;Open Choice;January 2020;;;;CC BY;standard;;;;;
10584;Climatic Change;Springer;Earth Sciences;https://springer.com/10584;0165-0009;1573-1480;Open Choice;January 2020;;;;CC BY;standard;;;;;
10585;Clinical & Experimental Metastasis;Springer;Biomedicine;https://springer.com/10585;0262-0898;1573-7276;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
10586;Cluster Computing;Springer;Computer Science;https://springer.com/10586;1386-7857;1573-7543;Open Choice;January 2020;;;;CC BY;standard;;;;;
10587;Czechoslovak Mathematical Journal;Springer;Mathematics;https://springer.com/10587;0011-4642;1572-9141;Subscription-only;January 2020;;;;;;;;;;
10588;Computational and Mathematical Organization Theory;Springer;Business and Management;https://springer.com/10588;1381-298X;1572-9346;Open Choice;January 2020;;;;CC BY;standard;;;;;
10589;Computational Optimization and Applications;Springer;Mathematics;https://springer.com/10589;0926-6003;1573-2894;Open Choice;January 2020;;;;CC BY;standard;;;;;
10590;Machine Translation;Springer;Computer Science;https://springer.com/10590;0922-6567;1573-0573;Open Choice;January 2020;;;;CC BY;standard;;;;;
10591;Contemporary Family Therapy;Springer;Psychology;https://springer.com/10591;0892-2764;1573-3335;Open Choice;January 2020;;;;CC BY;standard;;;;;
10592;Conservation Genetics;Springer;Life Sciences;https://springer.com/10592;1566-0621;1572-9737;Open Choice;January 2020;;;;CC BY;standard;;;;;
10593;Chemistry of Heterocyclic Compounds;Springer;Chemistry;https://springer.com/10593;0009-3122;1573-8353;Subscription-only;January 2020;;;;;;;;;;
10595;Colloid Journal;Pleiades Publishing;Chemistry;https://springer.com/10595;1061-933X;1608-3067;Subscription-only;January 2020;;;;;;;;;;
